GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
3.79,Lower-tier,STEM,Northeast,1,0,2,Large,Indeed,8,157,2,1,,
3.14,Lower-tier,STEM,West,2,4,2,Small,Indeed,6,64,3,1,,
2.69,Mid-tier,Arts,Northeast,1,1,3,Medium,LinkedIn,10,88,5,3,,
2.39,Mid-tier,Humanities,South,0,1,5,Large,Handshake,8,38,3,0,,
3.59,Mid-tier,STEM,South,1,2,2,Large,Handshake,5,10,1,1,,
3.1,Lower-tier,STEM,Midwest,0,3,3,Medium,Handshake,9,40,0,0,,
2.85,Top-tier,Business,South,1,4,4,Medium,LinkedIn,2,16,1,0,,
3.14,Lower-tier,Business,West,0,7,5,Medium,LinkedIn,1,6,1,0,,
2.89,Mid-tier,STEM,Northeast,1,4,2,Medium,Handshake,12,50,2,1,,
2.92,Mid-tier,STEM,West,0,1,5,Medium,Indeed,5,79,2,0,,
3.36,Top-tier,Business,South,4,2,4,Small,LinkedIn,4,36,2,2,,
3.1,Mid-tier,Business,West,2,1,1,Large,Indeed,4,94,1,0,,
2.92,Mid-tier,STEM,South,1,8,3,Medium,LinkedIn,9,76,3,2,,
3.46,Mid-tier,Humanities,Midwest,0,3,3,Medium,Handshake,3,13,2,0,,
3.94,Mid-tier,STEM,Midwest,2,0,0,Medium,Indeed,1,9,0,0,,
3.13,Lower-tier,Business,South,3,4,2,Small,Indeed,7,215,3,1,,
3.14,Mid-tier,Healthcare,South,0,4,9,Medium,LinkedIn,12,136,2,0,,
3.25,Mid-tier,Arts,Midwest,0,0,1,Large,LinkedIn,11,62,3,2,,
2.93,Top-tier,Arts,Northeast,2,0,5,Medium,Handshake,6,41,2,2,,
2.94,Mid-tier,Humanities,West,0,3,4,Large,Handshake,9,28,0,0,,
2.93,Mid-tier,Humanities,Midwest,0,1,1,Small,Handshake,7,32,2,0,,
3.79,Lower-tier,STEM,Midwest,1,2,3,Medium,Handshake,3,9,1,0,,
3.63,Mid-tier,STEM,South,2,4,6,Medium,LinkedIn,3,12,0,0,,
3.46,Top-tier,STEM,Midwest,0,3,3,Medium,LinkedIn,7,60,1,1,,
4.0,Mid-tier,STEM,Midwest,0,4,3,Large,LinkedIn,12,152,8,6,,
3.05,Mid-tier,Business,Midwest,1,2,3,Small,LinkedIn,9,126,5,0,,
2.94,Top-tier,Business,Northeast,0,2,4,Large,LinkedIn,8,96,2,0,,
3.74,Mid-tier,Business,West,0,4,6,Medium,Handshake,7,37,1,0,,
3.09,Lower-tier,STEM,South,0,3,1,Small,Indeed,1,19,0,0,,
2.84,Mid-tier,STEM,West,1,1,5,Large,LinkedIn,7,57,2,0,,
2.36,Mid-tier,STEM,South,3,2,2,Large,LinkedIn,11,91,3,3,,
2.47,Lower-tier,Business,West,2,2,4,Large,Indeed,7,151,6,1,,
3.49,Mid-tier,STEM,South,1,1,4,Small,LinkedIn,9,69,1,0,,
3.26,Top-tier,Healthcare,South,1,5,3,Medium,LinkedIn,12,126,2,0,,
3.37,Mid-tier,STEM,South,1,3,4,Large,LinkedIn,6,32,2,1,,
3.46,Lower-tier,Healthcare,Northeast,2,2,5,Large,Handshake,9,39,2,1,,
2.95,Mid-tier,Humanities,Midwest,1,2,4,Large,Handshake,3,16,1,0,,
2.97,Top-tier,STEM,West,0,2,0,Medium,Handshake,12,18,1,1,,
3.55,Mid-tier,STEM,Northeast,2,2,3,Large,Handshake,6,5,0,0,,
3.04,Mid-tier,Humanities,West,2,2,7,Medium,LinkedIn,8,58,3,0,,
3.19,Lower-tier,Humanities,West,1,4,1,Large,Handshake,11,95,8,3,,
2.48,Mid-tier,Arts,West,3,2,4,Small,Handshake,3,13,2,2,,
3.13,Lower-tier,Business,West,1,1,1,Medium,Handshake,3,5,2,2,,
2.99,Mid-tier,Humanities,South,1,3,2,Large,LinkedIn,5,59,2,1,,
3.49,Lower-tier,STEM,South,1,5,0,Large,Indeed,4,38,2,0,,
3.22,Lower-tier,Business,West,3,3,3,Large,Handshake,10,36,3,0,,
3.13,Lower-tier,Humanities,South,1,1,5,Large,LinkedIn,4,43,0,0,,
3.35,Top-tier,Business,South,1,1,3,Medium,LinkedIn,12,54,3,1,,
3.03,Lower-tier,STEM,West,2,3,6,Medium,Handshake,5,25,3,2,,
3.2,Top-tier,STEM,South,1,1,6,Medium,Indeed,4,64,0,0,,
4.0,Mid-tier,Healthcare,Midwest,2,3,6,Medium,Indeed,5,92,5,4,,
3.76,Mid-tier,Humanities,Midwest,1,2,1,Medium,LinkedIn,1,5,2,2,,
2.92,Mid-tier,STEM,West,1,3,4,Large,Indeed,5,60,0,0,,
3.26,Mid-tier,STEM,Northeast,2,3,4,Small,LinkedIn,5,30,1,0,,
3.14,Mid-tier,STEM,South,2,5,2,Small,LinkedIn,2,13,2,2,,
3.53,Mid-tier,Healthcare,South,3,2,5,Large,LinkedIn,3,18,2,1,,
3.4,Mid-tier,STEM,Midwest,4,2,2,Large,LinkedIn,1,7,2,1,,
3.21,Mid-tier,Business,Northeast,2,3,4,Medium,LinkedIn,5,70,1,1,,
2.7,Lower-tier,Healthcare,Midwest,0,2,4,Medium,Handshake,11,56,3,2,,
2.66,Top-tier,Humanities,Midwest,0,4,5,Large,LinkedIn,7,66,2,0,,
3.07,Mid-tier,STEM,West,2,4,2,Medium,Handshake,6,34,3,0,,
2.9,Mid-tier,Humanities,Midwest,0,4,3,Small,Handshake,2,7,0,0,,
3.37,Lower-tier,Business,West,1,3,3,Small,Handshake,5,35,2,1,,
2.56,Top-tier,Business,West,2,4,3,Medium,Handshake,4,16,3,1,,
2.82,Lower-tier,Arts,Northeast,1,1,2,Large,LinkedIn,5,68,4,3,,
3.21,Lower-tier,Business,South,1,4,3,Medium,Indeed,3,28,0,0,,
3.33,Lower-tier,Healthcare,West,1,3,5,Medium,LinkedIn,2,14,0,0,,
3.15,Mid-tier,Healthcare,West,0,2,1,Medium,Indeed,7,47,0,0,,
3.67,Lower-tier,Business,West,1,3,3,Medium,Handshake,3,19,2,2,,
3.23,Top-tier,Arts,Northeast,2,1,5,Medium,LinkedIn,10,141,7,7,,
2.8,Lower-tier,Humanities,Northeast,0,0,0,Large,LinkedIn,10,136,6,2,,
3.4,Mid-tier,Healthcare,Midwest,0,1,1,Medium,Indeed,1,22,0,0,,
3.5,Top-tier,STEM,West,2,6,4,Large,Handshake,12,5,2,1,,
3.6,Lower-tier,STEM,West,0,2,4,Small,Handshake,3,5,0,0,,
2.55,Mid-tier,STEM,Midwest,1,2,5,Small,LinkedIn,8,44,2,1,,
3.2,Top-tier,STEM,Midwest,1,4,1,Small,LinkedIn,4,34,3,2,,
4.0,Mid-tier,Healthcare,Midwest,2,0,3,Large,LinkedIn,7,40,2,2,,
2.42,Mid-tier,Healthcare,South,0,1,2,Large,Indeed,9,207,7,4,,
3.59,Lower-tier,Humanities,Midwest,1,4,1,Small,Handshake,10,73,3,0,,
3.45,Mid-tier,Business,South,1,4,3,Large,LinkedIn,12,40,2,2,,
3.29,Mid-tier,Humanities,South,2,0,2,Medium,Handshake,6,38,2,1,,
2.86,Top-tier,Humanities,Midwest,2,2,2,Large,Indeed,6,62,1,0,,
3.72,Mid-tier,STEM,Midwest,2,0,5,Large,LinkedIn,11,47,2,1,,
3.31,Top-tier,STEM,Northeast,1,0,1,Medium,LinkedIn,5,32,2,1,,
2.87,Mid-tier,Humanities,South,1,0,2,Medium,LinkedIn,6,56,4,1,,
3.89,Mid-tier,Business,West,0,2,2,Medium,Handshake,7,52,1,1,,
3.08,Mid-tier,Business,West,0,3,5,Large,Indeed,2,21,1,0,,
3.92,Mid-tier,Business,West,0,0,5,Large,LinkedIn,9,72,2,2,,
3.9,Mid-tier,STEM,South,3,0,3,Medium,LinkedIn,5,52,2,2,,
3.2,Mid-tier,STEM,South,1,2,5,Small,Indeed,7,66,1,0,,
3.24,Top-tier,Business,Midwest,3,3,5,Large,Handshake,10,53,3,3,,
2.39,Top-tier,Healthcare,Northeast,1,3,6,Small,LinkedIn,9,55,1,0,,
3.43,Mid-tier,Humanities,Northeast,1,2,3,Medium,Indeed,3,32,2,2,,
2.69,Mid-tier,STEM,Midwest,2,2,8,Small,Handshake,7,46,2,1,,
3.04,Mid-tier,STEM,Northeast,1,2,2,Small,Handshake,9,37,2,0,,
3.27,Mid-tier,STEM,West,1,0,5,Large,Handshake,12,46,4,3,,
3.5,Mid-tier,Healthcare,Midwest,0,2,1,Large,Indeed,5,94,0,0,,
2.78,Top-tier,STEM,South,2,2,5,Small,Handshake,10,46,2,0,,
3.2,Top-tier,STEM,Midwest,2,2,3,Medium,LinkedIn,12,96,5,2,,
3.17,Lower-tier,Healthcare,Northeast,0,2,3,Medium,Handshake,7,57,4,1,,
3.56,Mid-tier,STEM,Midwest,0,4,2,Medium,LinkedIn,7,45,0,0,,
3.62,Top-tier,Arts,Northeast,4,1,3,Large,Handshake,2,12,2,2,,
2.68,Lower-tier,STEM,South,0,2,4,Small,LinkedIn,5,44,2,0,,
3.95,Lower-tier,Healthcare,Midwest,2,1,6,Small,Handshake,5,45,3,0,,
3.83,Lower-tier,Business,West,0,0,2,Small,LinkedIn,10,103,4,0,,
3.37,Mid-tier,Business,South,3,1,6,Small,Handshake,10,50,3,2,,
3.49,Mid-tier,STEM,South,0,2,1,Small,Handshake,5,19,1,0,,
3.22,Top-tier,Healthcare,South,0,2,0,Medium,Indeed,5,87,3,3,,
3.8,Lower-tier,Humanities,West,2,1,6,Medium,LinkedIn,4,38,2,1,,
3.44,Lower-tier,Healthcare,Northeast,1,2,1,Large,Indeed,3,5,0,0,,
3.41,Lower-tier,Healthcare,Midwest,1,3,3,Large,Indeed,2,29,0,0,,
3.15,Lower-tier,Business,Midwest,1,1,2,Large,Indeed,8,52,1,0,,
3.93,Lower-tier,Business,Northeast,0,0,6,Large,LinkedIn,1,6,0,0,,
3.0,Mid-tier,STEM,Midwest,2,3,2,Medium,Handshake,11,86,4,1,,
2.85,Mid-tier,Business,Midwest,1,1,2,Small,LinkedIn,2,8,0,0,,
2.68,Top-tier,Humanities,South,2,0,4,Small,LinkedIn,7,29,2,1,,
3.17,Mid-tier,STEM,Northeast,1,0,2,Small,Handshake,3,5,0,0,,
3.26,Mid-tier,STEM,West,2,0,5,Large,LinkedIn,5,45,3,3,,
2.54,Mid-tier,STEM,West,0,1,0,Large,LinkedIn,4,18,0,0,,
2.82,Lower-tier,STEM,Northeast,4,0,3,Large,Indeed,10,176,2,0,,
3.44,Mid-tier,Business,South,2,1,6,Medium,Indeed,9,135,5,3,,
3.58,Lower-tier,Business,South,0,0,4,Medium,Handshake,8,26,2,0,,
2.59,Mid-tier,STEM,West,1,3,4,Large,Handshake,11,5,0,0,,
2.41,Lower-tier,Business,West,1,3,2,Medium,LinkedIn,3,13,0,0,,
3.61,Lower-tier,STEM,Midwest,0,2,3,Large,Handshake,7,38,2,0,,
3.18,Mid-tier,Humanities,West,2,3,4,Large,Handshake,8,44,4,0,,
3.48,Mid-tier,Healthcare,Midwest,0,2,3,Large,Handshake,6,35,2,0,,
2.75,Mid-tier,STEM,Midwest,0,4,0,Large,Handshake,1,5,0,0,,
3.27,Top-tier,Business,West,2,4,2,Large,Handshake,4,36,2,2,,
3.53,Lower-tier,STEM,Northeast,2,1,4,Small,Handshake,12,88,5,4,,
3.54,Top-tier,Business,Northeast,2,0,2,Large,Indeed,1,13,0,0,,
2.68,Mid-tier,STEM,Northeast,1,3,1,Large,Handshake,3,19,2,1,,
4.0,Mid-tier,Business,Midwest,1,3,2,Medium,Handshake,3,14,1,0,,
4.0,Lower-tier,Humanities,South,0,5,3,Small,Handshake,4,11,2,2,,
3.72,Mid-tier,STEM,Northeast,1,3,3,Medium,Indeed,9,190,8,6,,
3.76,Mid-tier,Humanities,West,0,2,5,Medium,Handshake,8,66,8,0,,
2.7,Top-tier,Business,South,0,1,3,Medium,LinkedIn,4,8,2,2,,
3.04,Lower-tier,Healthcare,South,1,2,3,Small,Handshake,10,50,2,0,,
4.0,Top-tier,Business,West,4,2,6,Small,LinkedIn,8,74,4,1,,
3.47,Lower-tier,STEM,West,2,1,1,Large,Handshake,8,5,0,0,,
3.27,Mid-tier,Healthcare,West,1,2,4,Large,Handshake,10,50,4,1,,
3.56,Lower-tier,STEM,South,1,1,2,Medium,LinkedIn,3,17,0,0,,
3.52,Lower-tier,Healthcare,West,3,2,4,Medium,LinkedIn,4,20,0,0,,
3.26,Lower-tier,Healthcare,Midwest,0,0,2,Small,LinkedIn,1,12,0,0,,
3.63,Mid-tier,Business,Northeast,1,4,4,Large,Handshake,6,15,1,0,,
3.15,Lower-tier,STEM,West,1,1,5,Small,LinkedIn,2,16,2,1,,
3.22,Lower-tier,Humanities,Midwest,1,1,4,Large,LinkedIn,9,100,5,3,,
2.27,Mid-tier,Healthcare,West,0,0,3,Medium,Indeed,4,41,2,0,,
2.68,Mid-tier,Business,Midwest,4,2,2,Medium,LinkedIn,12,56,2,2,,
3.16,Top-tier,Humanities,Northeast,5,3,2,Medium,Indeed,7,102,3,2,,
3.54,Mid-tier,Arts,South,1,1,6,Medium,Indeed,1,6,0,0,,
3.16,Mid-tier,STEM,Northeast,0,1,2,Large,Indeed,8,6,0,0,,
2.82,Top-tier,Humanities,South,0,1,3,Medium,Handshake,1,5,0,0,,
3.56,Lower-tier,STEM,South,1,4,5,Medium,Indeed,3,28,0,0,,
3.0,Mid-tier,STEM,Northeast,2,1,6,Medium,Handshake,11,38,4,0,,
3.12,Lower-tier,Humanities,Northeast,2,2,7,Large,Indeed,5,25,0,0,,
2.97,Mid-tier,Business,South,1,1,2,Medium,LinkedIn,11,64,1,0,,
2.71,Lower-tier,Business,South,0,4,3,Medium,Handshake,11,5,1,0,,
2.87,Mid-tier,Humanities,Midwest,0,3,4,Medium,LinkedIn,11,80,2,2,,
3.47,Lower-tier,Healthcare,West,1,1,4,Medium,LinkedIn,2,13,0,0,,
3.16,Lower-tier,Humanities,West,0,4,4,Large,LinkedIn,11,104,7,1,,
3.5,Lower-tier,Business,Midwest,3,1,1,Large,Handshake,2,13,0,0,,
2.44,Lower-tier,STEM,South,0,3,2,Small,LinkedIn,2,19,2,0,,
3.99,Top-tier,Healthcare,Northeast,1,1,5,Large,LinkedIn,12,106,5,3,,
2.92,Lower-tier,Business,West,0,2,5,Medium,LinkedIn,1,8,0,0,,
2.7,Top-tier,STEM,South,3,1,2,Large,LinkedIn,3,14,0,0,,
3.89,Top-tier,Healthcare,Midwest,1,2,4,Large,Indeed,4,67,0,0,,
2.87,Mid-tier,Business,Northeast,1,2,6,Medium,LinkedIn,1,9,0,0,,
2.88,Mid-tier,Arts,Northeast,3,2,3,Large,LinkedIn,7,56,2,2,,
2.74,Mid-tier,Humanities,Midwest,1,5,4,Medium,Indeed,3,45,0,0,,
2.88,Lower-tier,Humanities,Northeast,0,3,2,Medium,Handshake,2,9,0,0,,
3.38,Lower-tier,Business,West,0,4,4,Medium,Indeed,3,21,2,0,,
3.6,Mid-tier,STEM,West,1,3,3,Large,LinkedIn,2,19,2,2,,
3.41,Top-tier,Business,Midwest,4,1,3,Small,Indeed,12,180,9,9,,
3.03,Lower-tier,Humanities,South,0,1,0,Small,Handshake,11,55,4,1,,
3.01,Mid-tier,STEM,Northeast,0,1,3,Large,LinkedIn,1,11,0,0,,
3.16,Lower-tier,STEM,South,0,1,4,Large,Indeed,8,114,1,1,,
3.07,Mid-tier,Business,Midwest,0,1,3,Large,LinkedIn,7,5,0,0,,
3.49,Lower-tier,Business,Northeast,2,0,6,Medium,Handshake,9,31,2,2,,
3.53,Lower-tier,Humanities,West,0,0,3,Large,Indeed,2,32,0,0,,
2.72,Lower-tier,Humanities,Northeast,3,3,5,Medium,Indeed,2,20,2,1,,
3.92,Top-tier,Business,South,0,4,6,Large,Handshake,1,6,2,2,,
3.37,Top-tier,Humanities,Midwest,3,1,2,Medium,Indeed,1,13,0,0,,
2.3,Top-tier,STEM,Midwest,1,1,4,Small,Handshake,10,53,5,4,,
2.96,Mid-tier,Business,West,2,2,3,Medium,LinkedIn,6,90,5,3,,
3.97,Mid-tier,STEM,Midwest,1,2,2,Small,Handshake,12,60,3,1,,
4.0,Mid-tier,STEM,Northeast,0,2,7,Medium,Handshake,8,72,4,1,,
2.82,Lower-tier,Humanities,South,0,3,2,Large,Indeed,8,140,1,0,,
3.1,Mid-tier,STEM,Midwest,3,1,6,Medium,Indeed,3,31,2,1,,
3.06,Mid-tier,Business,Northeast,2,1,3,Medium,Indeed,2,13,0,0,,
2.98,Lower-tier,Healthcare,Northeast,0,0,3,Small,LinkedIn,8,46,0,0,,
3.78,Lower-tier,Healthcare,South,0,6,8,Medium,Indeed,10,136,3,1,,
3.38,Mid-tier,Business,West,1,1,3,Medium,LinkedIn,9,69,4,0,,
2.74,Top-tier,STEM,Northeast,4,2,2,Medium,LinkedIn,2,24,1,1,,
2.46,Lower-tier,STEM,South,0,1,5,Large,Indeed,8,140,2,2,,
3.82,Lower-tier,STEM,West,3,1,3,Small,Handshake,2,12,2,1,,
3.37,Mid-tier,Business,South,1,2,3,Large,Handshake,11,62,4,1,,
3.02,Mid-tier,Humanities,Midwest,0,2,4,Large,LinkedIn,4,60,3,2,,
3.2,Mid-tier,STEM,Midwest,4,2,6,Large,LinkedIn,2,20,2,1,,
2.65,Mid-tier,STEM,Northeast,1,3,2,Large,Indeed,1,20,2,2,,
2.76,Top-tier,STEM,Northeast,0,2,3,Small,Handshake,7,23,2,0,,
3.34,Mid-tier,STEM,Midwest,0,4,4,Large,Handshake,2,10,1,0,,
3.58,Mid-tier,Business,Northeast,0,1,1,Small,Indeed,7,126,4,3,,
2.83,Lower-tier,STEM,West,1,0,3,Large,Handshake,7,45,2,2,,
3.37,Lower-tier,Healthcare,West,1,3,6,Large,Handshake,4,22,1,0,,
3.44,Lower-tier,STEM,West,0,3,4,Large,LinkedIn,3,15,0,0,,
2.92,Mid-tier,STEM,Midwest,0,0,2,Medium,LinkedIn,12,100,4,1,,
2.73,Mid-tier,STEM,Midwest,0,2,4,Medium,Handshake,8,5,0,0,,
3.0,Top-tier,Business,Northeast,1,0,4,Small,LinkedIn,1,12,2,1,,
3.21,Mid-tier,Business,South,1,2,4,Large,LinkedIn,1,7,2,1,,
3.82,Lower-tier,STEM,South,1,0,3,Large,LinkedIn,3,30,1,0,,
3.73,Mid-tier,STEM,South,2,2,3,Large,Indeed,7,124,1,0,,
3.26,Mid-tier,Business,Midwest,0,1,1,Medium,LinkedIn,8,50,2,1,,
3.77,Mid-tier,STEM,Midwest,1,1,1,Large,Indeed,7,77,2,1,,
2.98,Mid-tier,Business,South,0,2,3,Small,LinkedIn,8,41,1,0,,
3.35,Lower-tier,STEM,Midwest,1,1,9,Large,LinkedIn,2,5,2,2,,
3.21,Top-tier,Business,West,3,1,3,Large,LinkedIn,8,44,3,3,,
3.56,Lower-tier,Business,South,1,0,2,Medium,Handshake,3,18,1,1,,
3.06,Lower-tier,Healthcare,West,0,2,4,Large,Handshake,7,43,3,1,,
2.86,Mid-tier,STEM,Midwest,1,2,3,Large,Indeed,10,150,5,5,,
2.24,Lower-tier,Healthcare,Northeast,1,2,2,Large,Handshake,7,82,9,3,,
3.58,Lower-tier,STEM,South,0,0,1,Small,LinkedIn,5,65,5,2,,
3.13,Lower-tier,STEM,Midwest,0,0,4,Large,Indeed,4,74,0,0,,
3.42,Lower-tier,STEM,West,1,3,2,Large,Handshake,12,54,2,2,,
2.95,Lower-tier,Humanities,Midwest,1,3,3,Medium,Handshake,2,5,0,0,,
3.38,Lower-tier,STEM,South,1,4,1,Medium,LinkedIn,12,48,3,1,,
3.42,Top-tier,Business,South,2,1,5,Small,LinkedIn,8,46,2,2,,
2.85,Top-tier,Business,South,2,1,2,Large,LinkedIn,9,94,3,3,,
3.54,Mid-tier,Healthcare,Midwest,0,2,2,Small,Handshake,4,31,4,1,,
3.84,Lower-tier,Business,Midwest,1,5,3,Medium,LinkedIn,1,7,2,1,,
3.16,Mid-tier,Business,South,0,3,1,Medium,Handshake,4,9,2,0,,
3.21,Mid-tier,Arts,Northeast,2,2,4,Large,Handshake,6,38,2,2,,
3.35,Mid-tier,Healthcare,West,0,2,5,Small,Handshake,11,66,9,4,,
2.5,Lower-tier,Business,West,0,4,3,Large,Indeed,9,79,0,0,,
3.23,Mid-tier,STEM,Midwest,1,3,2,Large,Handshake,5,5,0,0,,
2.2,Lower-tier,Healthcare,West,4,2,8,Large,LinkedIn,12,112,5,5,,
3.37,Mid-tier,Humanities,South,0,1,3,Medium,LinkedIn,6,36,0,0,,
3.1,Mid-tier,Business,Midwest,0,0,2,Medium,Handshake,2,13,1,0,,
2.94,Lower-tier,Healthcare,Midwest,0,2,1,Medium,Handshake,2,14,0,0,,
2.71,Mid-tier,STEM,Northeast,4,2,4,Medium,LinkedIn,1,9,2,2,,
3.52,Mid-tier,STEM,South,2,2,5,Medium,Handshake,5,16,4,3,,
3.06,Lower-tier,STEM,West,2,3,2,Medium,LinkedIn,3,24,2,2,,
3.43,Lower-tier,Business,Midwest,2,2,1,Small,Indeed,8,108,1,0,,
3.9,Lower-tier,Healthcare,West,0,3,3,Medium,Handshake,8,52,5,2,,
3.38,Mid-tier,STEM,Midwest,0,2,5,Medium,Indeed,12,158,3,1,,
3.9,Lower-tier,STEM,Midwest,0,2,5,Small,Handshake,5,9,0,0,,
3.18,Top-tier,STEM,West,4,0,2,Medium,LinkedIn,1,11,1,0,,
3.69,Mid-tier,Healthcare,West,1,1,3,Small,Indeed,8,93,0,0,,
3.23,Lower-tier,Business,Northeast,1,0,3,Medium,LinkedIn,8,36,2,0,,
2.62,Lower-tier,STEM,South,3,1,2,Large,LinkedIn,8,86,4,4,,
2.58,Top-tier,Healthcare,Midwest,2,0,1,Small,Handshake,1,5,1,0,,
3.46,Mid-tier,STEM,West,0,1,4,Large,Indeed,10,195,1,0,,
2.75,Mid-tier,STEM,South,0,1,3,Medium,Indeed,1,17,0,0,,
2.71,Mid-tier,Business,South,0,3,3,Large,LinkedIn,3,27,0,0,,
2.79,Lower-tier,Humanities,Northeast,2,1,2,Medium,LinkedIn,7,77,3,2,,
3.09,Mid-tier,STEM,Northeast,2,2,2,Large,LinkedIn,7,16,3,0,,
3.39,Mid-tier,Business,Northeast,1,2,5,Medium,Handshake,8,28,3,2,,
2.65,Mid-tier,Business,Northeast,2,0,3,Small,LinkedIn,9,109,6,2,,
2.82,Lower-tier,STEM,West,1,0,0,Small,Indeed,8,49,0,0,,
3.7,Mid-tier,Humanities,South,2,3,8,Medium,Handshake,7,23,0,0,,
3.43,Mid-tier,STEM,South,0,2,3,Small,Indeed,4,50,1,0,,
3.89,Mid-tier,STEM,South,4,2,5,Large,LinkedIn,3,16,2,2,,
3.64,Lower-tier,Business,South,1,3,3,Small,LinkedIn,4,34,1,0,,
2.99,Mid-tier,STEM,South,3,0,1,Large,Handshake,2,5,0,0,,
3.27,Mid-tier,Healthcare,South,2,2,4,Medium,Handshake,1,6,0,0,,
2.72,Mid-tier,Humanities,Northeast,0,1,0,Large,LinkedIn,10,51,1,1,,
3.51,Lower-tier,Humanities,West,0,0,3,Large,Indeed,7,92,0,0,,
3.87,Mid-tier,Healthcare,South,0,4,4,Small,Handshake,9,36,2,2,,
3.51,Lower-tier,Humanities,Northeast,0,1,2,Large,Indeed,5,74,3,1,,
2.7,Mid-tier,Healthcare,South,2,0,2,Large,Indeed,12,200,3,0,,
3.5,Top-tier,Healthcare,West,0,1,3,Large,Handshake,6,69,9,1,,
3.05,Lower-tier,Business,South,0,3,4,Large,LinkedIn,12,98,4,3,,
3.28,Mid-tier,Business,South,1,1,2,Large,LinkedIn,12,60,5,2,,
3.37,Lower-tier,Business,West,0,0,4,Small,LinkedIn,1,7,0,0,,
3.05,Lower-tier,Business,South,1,4,2,Large,Indeed,2,22,2,1,,
2.3,Mid-tier,Humanities,Midwest,2,0,3,Medium,Handshake,5,31,2,2,,
3.7,Mid-tier,STEM,West,1,3,2,Medium,Indeed,5,59,2,1,,
2.68,Lower-tier,STEM,South,1,2,0,Large,Handshake,7,23,4,1,,
3.1,Mid-tier,Business,West,0,2,4,Medium,LinkedIn,12,72,4,1,,
3.35,Mid-tier,Business,South,4,3,5,Medium,LinkedIn,11,108,4,1,,
3.46,Mid-tier,STEM,South,1,1,2,Medium,LinkedIn,3,27,2,1,,
2.37,Mid-tier,Humanities,Midwest,2,1,2,Medium,Handshake,2,12,2,1,,
2.8,Lower-tier,Business,West,1,3,7,Small,LinkedIn,1,5,0,0,,
2.79,Mid-tier,Business,Northeast,0,5,3,Medium,Handshake,9,7,0,0,,
3.43,Top-tier,Business,Midwest,3,2,2,Small,Handshake,10,48,5,2,,
3.14,Mid-tier,Humanities,Northeast,4,5,6,Small,Indeed,12,90,0,0,,
3.28,Top-tier,Business,Midwest,3,1,4,Large,LinkedIn,4,40,2,1,,
2.9,Mid-tier,STEM,South,2,1,4,Small,Handshake,11,47,3,1,,
3.09,Top-tier,STEM,Northeast,3,0,4,Large,LinkedIn,1,9,2,1,,
3.36,Mid-tier,STEM,Northeast,2,2,3,Large,LinkedIn,6,41,1,0,,
3.17,Lower-tier,STEM,Northeast,1,2,6,Large,Handshake,4,27,1,0,,
3.04,Mid-tier,STEM,South,1,4,4,Medium,Indeed,10,161,7,4,,
3.0,Lower-tier,Business,Northeast,1,1,0,Medium,Indeed,4,18,0,0,,
3.59,Mid-tier,STEM,Midwest,1,3,4,Large,Indeed,3,32,0,0,,
2.28,Top-tier,Humanities,Northeast,0,1,3,Large,Indeed,12,156,1,1,,
3.08,Top-tier,STEM,West,0,5,3,Large,LinkedIn,5,40,1,0,,
3.48,Mid-tier,STEM,Northeast,2,1,5,Medium,Indeed,4,50,0,0,,
2.93,Mid-tier,Business,Northeast,1,2,6,Medium,Indeed,11,53,1,0,,
3.11,Mid-tier,Humanities,West,2,0,2,Medium,LinkedIn,2,24,1,0,,
2.75,Top-tier,Arts,South,1,2,1,Small,LinkedIn,4,26,1,1,,
3.47,Lower-tier,Business,South,0,2,1,Medium,LinkedIn,3,30,1,1,,
3.56,Lower-tier,Humanities,South,1,3,3,Small,Indeed,5,18,2,2,,
2.86,Mid-tier,Business,Midwest,2,1,2,Medium,Indeed,11,51,0,0,,
2.9,Mid-tier,Business,Midwest,1,0,5,Large,Handshake,8,36,2,1,,
2.91,Lower-tier,Humanities,Northeast,1,2,6,Large,Indeed,1,14,0,0,,
2.93,Lower-tier,Healthcare,South,1,2,1,Large,Handshake,8,82,7,3,,
2.91,Lower-tier,STEM,Northeast,1,1,4,Medium,LinkedIn,3,25,1,1,,
3.23,Mid-tier,Business,Northeast,1,1,5,Small,LinkedIn,9,105,5,4,,
2.68,Mid-tier,STEM,West,1,1,4,Large,LinkedIn,3,17,0,0,,
3.55,Mid-tier,Business,Midwest,4,2,1,Medium,LinkedIn,6,41,2,2,,
3.42,Lower-tier,Healthcare,Northeast,0,2,3,Medium,LinkedIn,1,5,1,1,,
2.88,Lower-tier,STEM,Midwest,1,1,2,Large,Handshake,1,6,0,0,,
2.95,Mid-tier,Humanities,Northeast,2,1,3,Large,LinkedIn,1,5,0,0,,
3.75,Lower-tier,Humanities,Midwest,2,1,3,Small,LinkedIn,12,102,3,1,,
3.33,Top-tier,Business,Northeast,2,2,5,Large,LinkedIn,10,128,5,2,,
3.1,Top-tier,Business,West,1,3,0,Medium,LinkedIn,3,10,0,0,,
2.97,Mid-tier,Business,West,0,5,2,Medium,Handshake,12,5,0,0,,
3.41,Lower-tier,Business,West,1,1,2,Medium,Handshake,8,22,2,2,,
