GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
3.52,Lower-tier,Business,Northeast,1,1,1,Small,LinkedIn,1,9,1,1,0
2.72,Lower-tier,Healthcare,Midwest,1,2,1,Small,Handshake,6,55,4,1,0
3.79,Mid-tier,Business,Midwest,1,1,4,Medium,Indeed,10,5,0,0,0
3.53,Mid-tier,STEM,Midwest,0,7,4,Medium,Indeed,9,118,5,3,1
2.97,Mid-tier,Humanities,Northeast,1,3,3,Large,LinkedIn,11,78,2,0,0
2.62,Mid-tier,Humanities,West,2,1,5,Large,Handshake,12,80,6,3,0
3.04,Lower-tier,Healthcare,West,0,1,3,Large,Indeed,8,152,2,0,0
3.07,Top-tier,Humanities,Midwest,1,1,6,Small,Indeed,10,198,3,1,0
3.48,Lower-tier,Healthcare,West,2,2,6,Small,Handshake,9,55,4,1,0
3.52,Mid-tier,STEM,West,2,3,1,Large,Indeed,6,8,0,0,0
3.01,Mid-tier,Healthcare,South,0,1,5,Medium,LinkedIn,6,35,2,0,0
2.98,Top-tier,STEM,Northeast,2,3,5,Medium,LinkedIn,1,7,2,2,1
3.14,Top-tier,Business,Midwest,2,3,3,Large,Handshake,12,68,4,1,1
3.04,Top-tier,STEM,West,1,2,0,Large,LinkedIn,7,75,1,0,0
3.12,Mid-tier,STEM,South,1,3,2,Medium,LinkedIn,6,19,2,2,1
3.41,Mid-tier,STEM,West,2,2,4,Medium,Indeed,4,64,4,3,1
3.29,Mid-tier,Healthcare,Northeast,4,1,10,Small,Handshake,9,72,4,4,1
2.81,Lower-tier,Healthcare,Northeast,1,4,2,Large,Handshake,5,22,2,0,0
3.51,Mid-tier,Humanities,West,0,2,0,Medium,Indeed,6,102,0,0,0
3.55,Lower-tier,Humanities,South,1,2,1,Small,Handshake,9,57,3,2,1
3.28,Top-tier,STEM,Northeast,0,1,6,Medium,Handshake,6,26,4,1,0
3.63,Top-tier,Business,South,0,0,1,Large,LinkedIn,8,72,2,0,0
3.39,Lower-tier,STEM,West,2,1,2,Medium,LinkedIn,12,74,4,4,1
3.12,Mid-tier,Humanities,West,1,1,3,Large,Indeed,8,114,2,2,1
3.53,Lower-tier,Arts,Midwest,2,2,2,Medium,Indeed,12,246,1,1,0
3.51,Top-tier,STEM,West,3,5,1,Small,Indeed,6,98,2,1,0
3.14,Top-tier,Business,Northeast,2,2,4,Medium,LinkedIn,4,48,2,1,1
3.32,Lower-tier,STEM,Northeast,0,3,2,Small,Handshake,7,35,3,1,0
3.11,Lower-tier,STEM,Northeast,0,1,3,Medium,Indeed,10,108,1,0,0
3.09,Lower-tier,Business,West,3,2,2,Large,LinkedIn,5,55,2,1,1
2.53,Mid-tier,Healthcare,West,2,1,4,Large,Handshake,3,5,2,2,1
2.74,Top-tier,Business,West,2,1,3,Medium,Handshake,1,6,0,0,0
2.94,Mid-tier,STEM,South,1,4,2,Large,Handshake,3,17,1,0,0
3.5,Lower-tier,STEM,Midwest,0,3,0,Medium,Indeed,11,135,1,0,0
3.25,Lower-tier,Humanities,West,3,2,7,Small,LinkedIn,6,31,2,2,1
2.83,Top-tier,STEM,West,1,3,1,Medium,Handshake,5,5,2,1,1
3.43,Mid-tier,Healthcare,Midwest,1,2,3,Medium,Handshake,6,25,0,0,0
2.91,Mid-tier,Business,West,1,4,4,Medium,LinkedIn,7,36,2,1,1
3.08,Lower-tier,Healthcare,South,2,1,3,Medium,Handshake,9,58,3,1,1
3.8,Lower-tier,Business,South,0,0,1,Large,LinkedIn,7,33,0,0,0
2.36,Mid-tier,Arts,Midwest,0,2,1,Large,Handshake,6,52,3,2,1
3.81,Mid-tier,STEM,South,1,1,4,Small,Handshake,5,37,3,0,0
2.76,Mid-tier,Business,Northeast,0,8,2,Medium,LinkedIn,6,61,2,0,0
3.57,Mid-tier,STEM,Northeast,2,3,5,Small,Handshake,6,34,2,1,1
2.99,Mid-tier,Business,South,1,2,6,Small,Indeed,4,64,1,0,0
3.26,Mid-tier,Healthcare,Midwest,2,0,3,Medium,Indeed,3,26,0,0,0
3.97,Mid-tier,STEM,South,0,1,4,Medium,Handshake,5,50,2,0,0
3.31,Lower-tier,STEM,South,1,2,5,Large,LinkedIn,8,14,1,0,0
2.92,Top-tier,Business,South,0,1,2,Medium,LinkedIn,6,35,1,0,0
3.58,Lower-tier,Business,Northeast,0,1,5,Large,Handshake,12,66,2,2,1
3.01,Mid-tier,STEM,Northeast,1,2,5,Medium,LinkedIn,6,88,3,2,0
2.69,Mid-tier,Healthcare,Northeast,2,2,3,Small,Handshake,9,57,2,1,1
3.02,Mid-tier,Humanities,West,1,1,2,Large,LinkedIn,9,78,3,1,0
3.21,Top-tier,STEM,Northeast,1,0,4,Medium,LinkedIn,10,93,4,2,0
2.94,Mid-tier,Business,Northeast,0,1,2,Large,Indeed,6,126,0,0,0
2.48,Lower-tier,STEM,Northeast,2,1,5,Large,LinkedIn,4,30,0,0,0
3.25,Lower-tier,STEM,South,2,3,3,Large,Indeed,8,141,5,2,1
3.33,Mid-tier,STEM,Northeast,4,2,2,Large,LinkedIn,11,53,3,1,1
2.81,Mid-tier,Healthcare,West,2,2,2,Large,LinkedIn,2,7,0,0,0
2.6,Lower-tier,STEM,West,1,4,0,Medium,Handshake,10,26,2,1,0
2.9,Mid-tier,Business,Northeast,1,7,3,Large,LinkedIn,2,20,2,2,1
3.54,Mid-tier,Healthcare,South,0,6,1,Large,LinkedIn,4,33,1,0,0
3.39,Mid-tier,STEM,Northeast,2,3,4,Medium,Indeed,9,142,2,1,0
2.57,Mid-tier,Humanities,Midwest,0,3,2,Small,Indeed,3,58,3,1,0
3.17,Top-tier,STEM,West,0,4,2,Large,Handshake,12,56,3,2,1
3.05,Mid-tier,Humanities,Northeast,0,2,2,Large,Handshake,8,6,1,0,0
3.19,Mid-tier,Healthcare,Midwest,2,0,4,Medium,Indeed,12,148,5,1,1
3.19,Mid-tier,Business,Midwest,3,1,1,Large,LinkedIn,3,27,2,1,1
3.22,Mid-tier,STEM,Midwest,0,2,2,Medium,Handshake,8,49,2,1,0
2.83,Mid-tier,Business,Northeast,1,2,3,Medium,Handshake,11,67,7,6,0
3.53,Lower-tier,STEM,Midwest,2,4,0,Large,Handshake,8,6,2,2,1
3.34,Mid-tier,Business,West,0,3,5,Large,LinkedIn,4,13,2,2,1
3.81,Lower-tier,Humanities,South,0,0,6,Medium,Indeed,10,196,1,1,0
2.96,Mid-tier,Business,West,2,1,2,Small,LinkedIn,3,35,2,2,1
2.73,Lower-tier,STEM,West,2,1,5,Medium,Handshake,8,9,0,0,0
3.41,Lower-tier,Business,West,1,2,4,Large,LinkedIn,5,39,1,0,0
3.58,Lower-tier,STEM,Northeast,0,3,3,Small,Handshake,12,104,5,5,1
3.09,Lower-tier,Healthcare,Northeast,0,0,2,Large,LinkedIn,8,62,3,2,0
3.95,Mid-tier,Business,West,0,2,4,Large,Handshake,7,40,3,1,0
3.97,Mid-tier,STEM,West,0,4,1,Medium,Indeed,5,37,0,0,0
2.96,Mid-tier,Humanities,South,0,2,0,Medium,Handshake,2,13,1,1,0
2.77,Mid-tier,STEM,South,1,5,0,Large,Handshake,5,5,0,0,0
3.52,Mid-tier,Business,Northeast,1,0,5,Medium,LinkedIn,1,17,0,0,0
3.21,Lower-tier,Business,Midwest,2,4,2,Large,Indeed,3,44,0,0,0
3.4,Lower-tier,STEM,Midwest,3,3,3,Large,Handshake,1,6,2,2,1
3.56,Top-tier,STEM,South,4,2,1,Medium,LinkedIn,11,67,4,3,1
2.68,Lower-tier,Humanities,West,1,3,1,Large,Indeed,3,28,2,1,1
3.35,Lower-tier,Humanities,Midwest,0,2,3,Small,Handshake,6,41,3,0,0
3.88,Lower-tier,STEM,South,0,2,5,Medium,Indeed,8,57,1,1,0
3.37,Lower-tier,Humanities,Northeast,2,0,1,Small,LinkedIn,8,54,1,0,0
3.63,Top-tier,STEM,Midwest,1,2,2,Medium,LinkedIn,8,18,2,2,1
2.82,Mid-tier,Healthcare,Northeast,2,1,2,Small,Handshake,8,10,0,0,0
3.13,Top-tier,Arts,Northeast,2,3,2,Small,LinkedIn,8,56,2,2,1
3.55,Lower-tier,Business,West,0,1,4,Large,Handshake,7,51,2,2,1
2.63,Lower-tier,Business,South,0,0,0,Medium,LinkedIn,7,31,2,0,0
3.62,Mid-tier,Business,Midwest,0,3,2,Small,LinkedIn,3,15,0,0,0
2.72,Lower-tier,STEM,Northeast,2,2,3,Large,LinkedIn,7,59,8,2,0
3.4,Mid-tier,STEM,Northeast,0,2,1,Large,Handshake,3,22,3,1,0
3.42,Mid-tier,Healthcare,South,3,2,1,Large,LinkedIn,10,70,4,2,1
3.14,Mid-tier,Business,Northeast,1,0,4,Small,Handshake,1,5,0,0,0
3.37,Mid-tier,STEM,Midwest,0,1,1,Large,LinkedIn,6,54,3,1,0
3.53,Mid-tier,Humanities,West,1,1,5,Small,Indeed,1,11,2,2,1
3.22,Mid-tier,Business,West,1,4,2,Medium,LinkedIn,4,30,2,1,1
3.5,Lower-tier,STEM,South,1,3,0,Large,Indeed,2,18,0,0,0
3.37,Mid-tier,Business,Midwest,0,2,3,Medium,Handshake,3,13,0,0,0
3.18,Top-tier,STEM,Midwest,2,2,3,Medium,Handshake,7,35,4,1,0
3.31,Lower-tier,Arts,South,2,3,4,Medium,LinkedIn,12,192,9,3,1
4.0,Mid-tier,STEM,Midwest,0,1,4,Medium,LinkedIn,3,31,1,1,0
3.98,Lower-tier,STEM,Midwest,2,0,0,Small,LinkedIn,12,68,4,1,1
3.02,Mid-tier,Humanities,Midwest,0,4,2,Small,Indeed,3,28,2,2,1
2.82,Top-tier,Business,West,0,2,3,Small,LinkedIn,12,100,5,3,1
3.58,Lower-tier,Humanities,West,1,2,2,Medium,Indeed,1,17,0,0,0
3.01,Mid-tier,Business,Northeast,3,3,2,Medium,LinkedIn,7,75,3,2,0
3.15,Mid-tier,Business,South,0,2,0,Large,Handshake,9,28,2,2,1
3.09,Mid-tier,STEM,West,1,5,7,Large,Handshake,3,20,2,1,1
2.82,Mid-tier,Healthcare,South,2,1,4,Large,LinkedIn,11,82,4,2,0
3.34,Lower-tier,Business,West,1,3,4,Medium,Handshake,9,79,5,1,0
2.89,Mid-tier,Healthcare,Northeast,1,4,2,Medium,Handshake,6,16,1,0,0
3.29,Mid-tier,Business,South,0,1,2,Medium,LinkedIn,9,72,2,1,0
3.1,Lower-tier,Humanities,South,1,2,1,Medium,LinkedIn,10,118,8,3,0
3.11,Mid-tier,Business,West,2,5,3,Large,Handshake,12,60,10,4,0
2.69,Lower-tier,STEM,Northeast,1,3,3,Large,LinkedIn,7,61,3,0,0
3.24,Lower-tier,Humanities,Northeast,1,1,5,Large,LinkedIn,12,48,1,1,0
2.81,Mid-tier,Humanities,South,1,0,3,Medium,Indeed,5,120,6,2,1
4.0,Mid-tier,STEM,Northeast,1,1,1,Medium,Handshake,2,5,0,0,0
3.77,Lower-tier,Healthcare,West,1,2,1,Small,Handshake,12,70,6,3,0
3.65,Mid-tier,STEM,South,3,4,2,Medium,Indeed,12,86,1,0,0
3.23,Mid-tier,STEM,Midwest,0,2,1,Medium,Handshake,4,14,2,1,1
3.66,Lower-tier,Business,Northeast,2,1,4,Small,Handshake,8,50,2,1,1
4.0,Lower-tier,STEM,South,1,3,0,Medium,Handshake,7,15,2,2,1
3.67,Lower-tier,STEM,Northeast,0,1,4,Small,Indeed,10,101,3,1,1
2.98,Mid-tier,STEM,Northeast,3,1,3,Large,Handshake,2,5,0,0,0
3.02,Top-tier,Business,Midwest,2,0,6,Small,LinkedIn,8,69,3,0,0
3.62,Lower-tier,STEM,Midwest,0,1,0,Large,LinkedIn,11,102,3,1,1
3.67,Mid-tier,Business,Midwest,0,3,3,Medium,LinkedIn,3,16,0,0,0
2.67,Mid-tier,Arts,Northeast,0,4,4,Medium,Indeed,12,170,1,0,0
3.33,Mid-tier,Humanities,Northeast,0,5,4,Small,Handshake,9,30,2,1,0
3.06,Mid-tier,Business,South,0,2,1,Small,LinkedIn,6,64,0,0,0
2.69,Mid-tier,STEM,West,3,2,1,Medium,Indeed,6,90,2,2,1
3.03,Mid-tier,Business,Midwest,0,0,5,Medium,LinkedIn,12,176,6,3,0
2.7,Lower-tier,Healthcare,West,0,5,3,Small,Handshake,1,5,1,0,0
3.02,Lower-tier,Healthcare,Northeast,0,3,7,Medium,Handshake,11,25,1,0,0
3.29,Top-tier,Healthcare,South,0,1,1,Large,LinkedIn,4,25,2,1,1
3.51,Mid-tier,STEM,Midwest,0,5,1,Large,LinkedIn,7,56,1,0,0
3.4,Lower-tier,Humanities,West,1,3,4,Large,Indeed,4,66,0,0,0
2.79,Lower-tier,STEM,Midwest,2,1,4,Small,Handshake,11,45,2,0,0
2.84,Mid-tier,STEM,Northeast,0,4,2,Large,LinkedIn,4,41,1,0,0
3.13,Mid-tier,STEM,South,1,1,1,Large,Indeed,8,82,0,0,0
3.26,Mid-tier,Arts,South,2,3,3,Medium,Handshake,5,25,2,1,0
3.93,Top-tier,STEM,West,0,5,5,Medium,Handshake,6,18,2,2,1
3.75,Lower-tier,Business,Midwest,1,1,0,Medium,Indeed,11,190,5,1,1
3.42,Lower-tier,Business,West,1,2,1,Medium,LinkedIn,1,5,0,0,0
3.79,Lower-tier,STEM,Northeast,3,4,4,Medium,Handshake,1,5,1,1,0
4.0,Mid-tier,Business,Midwest,2,3,4,Medium,LinkedIn,7,87,4,3,1
3.04,Mid-tier,STEM,West,1,4,5,Large,Indeed,12,130,5,3,1
4.0,Lower-tier,STEM,West,1,3,1,Medium,Handshake,11,47,2,1,1
3.33,Lower-tier,Humanities,West,0,1,4,Medium,LinkedIn,8,66,2,0,0
3.23,Top-tier,Business,Midwest,1,4,3,Large,LinkedIn,12,84,3,2,1
2.53,Top-tier,Business,Northeast,1,2,5,Medium,LinkedIn,6,58,2,2,1
2.65,Lower-tier,Arts,South,1,2,2,Large,Handshake,12,60,4,2,1
3.89,Mid-tier,STEM,South,1,3,1,Medium,Indeed,4,49,0,0,0
3.66,Lower-tier,Humanities,Northeast,1,1,4,Large,LinkedIn,9,70,3,1,1
2.97,Lower-tier,Business,West,2,3,3,Small,LinkedIn,4,40,2,2,1
3.39,Mid-tier,Business,South,2,0,2,Medium,LinkedIn,1,5,0,0,0
2.87,Mid-tier,Business,South,0,4,3,Large,Handshake,5,7,0,0,0
3.22,Mid-tier,Business,West,1,1,5,Medium,Handshake,10,6,0,0,0
3.44,Lower-tier,Humanities,Northeast,2,1,3,Medium,LinkedIn,5,77,4,3,1
3.47,Mid-tier,Healthcare,South,1,3,4,Large,Handshake,7,73,2,1,1
3.01,Mid-tier,STEM,Northeast,2,3,6,Medium,Handshake,7,28,2,2,1
2.9,Mid-tier,Healthcare,Northeast,1,5,4,Large,Handshake,8,5,0,0,0
2.75,Mid-tier,STEM,West,2,0,1,Large,Handshake,1,6,2,1,1
3.47,Top-tier,STEM,South,0,9,2,Medium,Handshake,3,9,1,0,0
2.79,Mid-tier,Business,Midwest,2,1,5,Medium,LinkedIn,9,43,3,2,1
3.68,Mid-tier,STEM,Northeast,0,3,2,Large,LinkedIn,6,67,1,0,0
4.0,Mid-tier,STEM,West,0,3,3,Large,Indeed,11,64,0,0,0
3.5,Lower-tier,Business,West,0,2,2,Small,LinkedIn,8,74,3,2,1
3.24,Mid-tier,STEM,Midwest,0,2,3,Small,Handshake,1,6,0,0,0
2.89,Lower-tier,Business,South,2,0,2,Large,LinkedIn,7,54,3,2,1
3.21,Mid-tier,STEM,South,1,3,1,Large,LinkedIn,3,22,1,0,0
3.32,Mid-tier,Business,West,3,2,1,Large,Handshake,11,60,4,0,0
3.27,Mid-tier,Humanities,West,2,5,6,Medium,Handshake,2,7,2,1,1
3.58,Lower-tier,Business,Midwest,1,2,5,Large,Indeed,6,90,1,0,0
3.66,Mid-tier,STEM,Midwest,1,4,7,Large,Indeed,3,40,1,1,0
2.95,Lower-tier,STEM,Midwest,2,3,2,Medium,LinkedIn,8,101,4,3,1
3.61,Mid-tier,STEM,South,1,1,4,Large,LinkedIn,8,80,5,4,1
2.77,Lower-tier,Humanities,Midwest,2,1,6,Medium,Indeed,8,128,3,0,0
3.21,Mid-tier,Business,South,1,0,5,Medium,Handshake,2,10,2,2,1
3.51,Lower-tier,Healthcare,Northeast,0,7,3,Large,Indeed,6,48,1,1,0
2.94,Lower-tier,STEM,Northeast,0,3,3,Large,Indeed,7,123,1,1,0
2.03,Lower-tier,STEM,Midwest,1,2,5,Medium,Indeed,3,28,1,1,0
3.61,Lower-tier,STEM,Midwest,1,2,6,Large,LinkedIn,11,128,5,2,1
3.35,Mid-tier,Business,Midwest,0,3,4,Large,LinkedIn,11,44,2,1,1
2.8,Mid-tier,Business,Midwest,0,1,5,Small,LinkedIn,11,64,3,0,0
3.2,Mid-tier,Humanities,West,0,1,3,Large,Handshake,7,15,2,1,0
3.63,Mid-tier,STEM,Midwest,3,1,8,Medium,Handshake,10,43,3,2,1
2.69,Mid-tier,Business,West,2,4,4,Medium,Indeed,8,105,1,0,0
2.91,Lower-tier,STEM,Midwest,3,2,4,Small,Handshake,2,9,1,0,0
2.8,Top-tier,Business,Midwest,0,3,4,Medium,Handshake,11,86,6,1,0
3.67,Mid-tier,Business,Midwest,1,3,5,Large,Handshake,1,5,2,2,1
3.1,Mid-tier,Business,South,1,1,4,Medium,LinkedIn,8,96,5,2,1
3.71,Lower-tier,Humanities,Northeast,2,3,2,Medium,LinkedIn,1,17,1,0,0
3.31,Lower-tier,Humanities,South,0,5,3,Small,LinkedIn,6,59,1,0,0
3.02,Mid-tier,Arts,Midwest,1,1,3,Large,LinkedIn,12,124,1,0,0
2.92,Mid-tier,STEM,Midwest,1,5,4,Small,Indeed,11,174,1,0,0
3.29,Lower-tier,Healthcare,Midwest,0,2,3,Medium,Indeed,7,166,1,1,0
3.1,Top-tier,Healthcare,Midwest,1,0,3,Medium,Indeed,8,141,4,1,0
3.17,Mid-tier,Healthcare,South,0,0,2,Large,LinkedIn,6,29,1,0,0
3.32,Top-tier,Humanities,West,1,0,2,Medium,Handshake,1,5,0,0,0
3.49,Lower-tier,STEM,South,1,2,4,Medium,Indeed,12,214,0,0,0
3.42,Mid-tier,Arts,South,2,2,2,Small,Indeed,10,115,0,0,0
3.5,Mid-tier,STEM,West,0,1,1,Medium,Handshake,6,6,2,2,1
3.57,Mid-tier,STEM,Midwest,0,4,1,Medium,Indeed,11,251,3,3,0
2.91,Lower-tier,STEM,South,0,1,3,Small,Indeed,7,89,0,0,0
3.25,Lower-tier,STEM,Midwest,4,1,1,Medium,Handshake,2,11,2,2,1
3.36,Top-tier,STEM,Midwest,0,4,3,Large,Handshake,9,30,0,0,0
3.0,Lower-tier,Humanities,Northeast,3,2,4,Medium,Indeed,3,41,2,2,1
3.38,Mid-tier,Business,South,1,4,2,Large,LinkedIn,1,5,0,0,0
3.15,Top-tier,STEM,West,2,3,0,Small,Indeed,2,32,0,0,0
2.82,Mid-tier,STEM,Midwest,0,2,3,Large,Handshake,9,37,2,1,1
3.16,Lower-tier,STEM,South,0,1,1,Medium,LinkedIn,5,40,2,2,0
2.93,Mid-tier,Humanities,West,1,2,4,Medium,Indeed,10,168,5,1,0
3.42,Mid-tier,Business,Midwest,0,1,1,Large,Indeed,11,168,8,4,1
3.04,Lower-tier,STEM,South,0,2,2,Large,LinkedIn,6,40,2,1,0
3.26,Lower-tier,Business,West,0,0,4,Medium,LinkedIn,6,62,1,0,0
3.19,Mid-tier,Business,West,4,0,2,Medium,LinkedIn,6,38,1,0,0
3.36,Mid-tier,Business,West,0,4,3,Medium,Indeed,1,17,0,0,0
2.18,Mid-tier,Business,Midwest,0,2,3,Large,LinkedIn,4,16,2,0,0
2.91,Mid-tier,STEM,Midwest,0,4,1,Large,Indeed,4,66,1,0,0
3.15,Mid-tier,Healthcare,South,2,1,3,Large,Indeed,9,157,8,3,1
3.06,Top-tier,Business,Midwest,2,5,2,Medium,Handshake,5,23,2,1,1
3.65,Mid-tier,STEM,West,3,3,1,Small,Handshake,5,26,2,1,1
3.77,Mid-tier,Business,Midwest,1,1,1,Small,LinkedIn,9,79,4,1,1
3.55,Lower-tier,STEM,West,1,3,0,Large,Handshake,7,36,4,2,0
2.97,Mid-tier,Healthcare,West,3,1,4,Small,Handshake,3,21,0,0,0
3.23,Lower-tier,Business,Midwest,1,3,4,Large,LinkedIn,11,55,1,0,0
3.16,Lower-tier,Business,Midwest,1,4,1,Medium,LinkedIn,5,50,3,1,0
2.36,Top-tier,Humanities,Northeast,0,2,2,Small,LinkedIn,4,28,0,0,0
3.62,Mid-tier,Business,Midwest,2,3,5,Small,Indeed,10,130,1,1,0
3.2,Mid-tier,STEM,Midwest,2,1,1,Large,Indeed,10,181,1,1,0
3.44,Mid-tier,Healthcare,Midwest,1,4,4,Large,Indeed,11,113,2,0,0
2.74,Mid-tier,Healthcare,South,1,2,1,Medium,Handshake,4,8,0,0,0
2.86,Mid-tier,Business,Midwest,3,0,3,Medium,LinkedIn,5,59,3,2,1
2.71,Top-tier,Humanities,Midwest,0,3,4,Medium,Handshake,2,8,0,0,0
2.95,Mid-tier,STEM,Midwest,0,4,6,Medium,Indeed,5,79,2,1,0
3.21,Lower-tier,STEM,West,3,2,1,Large,Indeed,3,68,3,2,1
2.45,Mid-tier,STEM,Midwest,1,2,4,Large,Indeed,3,18,0,0,0
3.53,Mid-tier,Humanities,South,1,3,2,Large,LinkedIn,9,42,2,1,0
2.91,Top-tier,Business,Midwest,3,3,2,Large,Handshake,9,73,3,3,1
2.76,Mid-tier,Business,Northeast,4,3,3,Large,LinkedIn,10,85,5,1,1
3.22,Mid-tier,Humanities,Midwest,0,0,2,Small,Handshake,3,13,0,0,0
3.01,Mid-tier,Humanities,West,1,1,2,Medium,Handshake,12,42,5,2,0
3.14,Mid-tier,Healthcare,Midwest,1,1,4,Large,LinkedIn,10,123,4,3,0
3.24,Lower-tier,Business,Midwest,1,2,3,Large,Handshake,5,28,2,1,0
3.38,Mid-tier,Business,Northeast,0,2,2,Small,LinkedIn,6,8,0,0,0
3.41,Mid-tier,STEM,South,0,2,1,Small,LinkedIn,8,77,4,1,1
3.15,Mid-tier,Arts,Northeast,0,1,3,Medium,LinkedIn,8,94,6,1,0
3.85,Mid-tier,STEM,South,1,4,1,Large,Handshake,12,80,2,2,1
3.36,Lower-tier,Business,South,3,3,1,Large,Handshake,11,34,2,1,0
3.35,Mid-tier,Business,Northeast,0,2,5,Large,LinkedIn,2,18,1,0,0
3.98,Lower-tier,STEM,South,2,3,1,Medium,Handshake,1,5,0,0,0
2.76,Top-tier,STEM,Midwest,0,1,7,Small,LinkedIn,9,141,8,5,0
3.55,Top-tier,Humanities,South,2,1,6,Medium,Indeed,4,78,0,0,0
3.14,Lower-tier,Healthcare,South,1,1,5,Large,Indeed,8,73,1,0,0
3.08,Mid-tier,STEM,Northeast,3,1,1,Medium,Handshake,3,14,2,2,1
3.53,Mid-tier,Healthcare,Northeast,2,4,2,Large,Indeed,7,98,4,2,0
2.95,Lower-tier,Business,West,1,2,2,Large,LinkedIn,2,29,2,0,0
2.94,Mid-tier,Business,South,1,3,5,Large,Indeed,2,25,0,0,0
3.17,Top-tier,Healthcare,Northeast,3,2,2,Small,LinkedIn,12,60,3,1,1
3.31,Mid-tier,STEM,West,3,2,6,Medium,LinkedIn,8,69,2,2,0
2.58,Top-tier,STEM,Northeast,0,4,3,Large,Handshake,1,5,2,2,1
3.36,Lower-tier,Healthcare,South,1,2,3,Medium,LinkedIn,4,24,0,0,0
2.94,Lower-tier,Business,Northeast,0,1,0,Medium,LinkedIn,2,17,0,0,0
3.25,Lower-tier,Business,Midwest,0,7,0,Large,LinkedIn,6,69,2,2,1
3.12,Lower-tier,STEM,Midwest,0,2,4,Medium,LinkedIn,3,24,1,0,0
2.76,Mid-tier,Business,West,1,3,2,Medium,Indeed,8,181,1,0,0
2.83,Lower-tier,Business,South,0,2,3,Medium,LinkedIn,10,95,3,0,0
2.84,Lower-tier,Business,South,1,0,0,Medium,LinkedIn,11,100,2,1,0
3.35,Mid-tier,STEM,Midwest,0,3,4,Medium,Indeed,2,22,0,0,0
2.96,Mid-tier,Business,South,0,3,3,Large,Handshake,1,5,0,0,0
2.83,Lower-tier,Business,Midwest,1,5,3,Large,LinkedIn,12,30,4,0,0
2.7,Mid-tier,STEM,South,0,2,6,Large,Handshake,7,37,3,1,0
3.79,Mid-tier,Healthcare,Midwest,3,3,3,Large,Indeed,8,30,0,0,0
3.19,Mid-tier,Healthcare,South,0,0,4,Large,LinkedIn,11,93,3,2,1
3.04,Lower-tier,STEM,Midwest,4,2,3,Large,LinkedIn,3,30,2,0,0
3.49,Top-tier,Humanities,West,0,0,4,Medium,Handshake,12,42,3,0,0
2.86,Lower-tier,STEM,West,0,2,1,Medium,Indeed,7,113,3,3,1
3.74,Lower-tier,Business,Northeast,2,4,1,Large,LinkedIn,7,65,4,4,1
3.28,Mid-tier,Healthcare,South,1,3,0,Large,Indeed,6,36,0,0,0
3.49,Mid-tier,Business,Midwest,1,2,3,Large,Handshake,12,50,2,2,1
3.46,Mid-tier,Business,South,1,2,4,Medium,Handshake,10,50,5,0,0
2.74,Top-tier,Arts,Midwest,1,1,2,Small,LinkedIn,12,74,1,0,0
2.67,Mid-tier,Healthcare,Northeast,1,2,1,Small,Handshake,3,5,2,1,1
2.97,Mid-tier,Business,Northeast,1,2,6,Small,LinkedIn,8,40,2,2,1
2.71,Lower-tier,Humanities,Midwest,0,5,2,Large,LinkedIn,1,5,1,0,0
3.62,Mid-tier,STEM,Midwest,2,0,4,Medium,Handshake,8,34,2,1,0
3.4,Mid-tier,STEM,Northeast,0,3,4,Medium,Indeed,3,43,2,2,1
2.55,Mid-tier,STEM,Midwest,1,0,5,Medium,Handshake,8,46,3,2,1
2.82,Lower-tier,STEM,Midwest,1,2,2,Medium,LinkedIn,11,111,5,3,0
2.73,Top-tier,Business,West,3,1,3,Large,LinkedIn,10,71,1,0,0
3.03,Top-tier,Business,Midwest,0,0,3,Medium,LinkedIn,6,46,1,0,0
3.25,Top-tier,Business,Northeast,1,1,3,Medium,Handshake,2,5,0,0,0
3.29,Lower-tier,Business,West,0,2,7,Large,LinkedIn,5,30,5,1,0
3.9,Lower-tier,Humanities,South,2,4,5,Large,Indeed,12,144,5,3,1
2.87,Lower-tier,Business,West,1,1,2,Large,Handshake,6,5,2,2,1
2.74,Lower-tier,Arts,Midwest,2,1,3,Medium,Handshake,2,13,1,1,0
3.08,Lower-tier,Business,West,4,2,1,Medium,Handshake,12,26,5,3,0
3.18,Mid-tier,Business,West,1,2,3,Large,Handshake,8,44,5,2,0
3.2,Mid-tier,STEM,West,0,3,2,Large,Handshake,7,24,2,0,0
3.47,Mid-tier,Business,South,3,0,5,Small,Handshake,4,30,2,2,1
2.8,Top-tier,STEM,Midwest,3,1,4,Large,LinkedIn,10,56,0,0,0
3.57,Top-tier,STEM,Northeast,0,2,3,Small,Handshake,11,40,3,3,1
3.19,Top-tier,Business,South,2,1,2,Large,Indeed,6,28,2,1,1
2.58,Mid-tier,STEM,South,0,2,4,Large,LinkedIn,4,42,5,1,0
2.92,Mid-tier,Healthcare,South,2,3,2,Large,LinkedIn,5,35,2,1,1
2.81,Mid-tier,STEM,Northeast,0,0,4,Medium,LinkedIn,10,43,2,1,0
3.53,Lower-tier,STEM,West,1,2,3,Small,Handshake,6,32,3,2,0
3.42,Lower-tier,STEM,Midwest,2,2,5,Large,Indeed,5,107,4,1,1
